Group	Strains	Similarity	Accession	Genus_Species	Taxon
D7	D714006	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D714009	99.61	AMDG01000189	Vibrio campbellii	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D715005	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D715006	99.48	KP214057	Mangrovibacterium marinum	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D716002	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D716003	99.74	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D716010	98.83	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D716011	99.75	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D717001	98.84	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D717004	100.00	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D7	D717008	100.00	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D7	D717012	99.87	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D7	D717015	99.87	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D7	D717016	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D717018	99.62	AUIM01000013	Stappia stellulata	Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappia_f;Stappia;Stappia stellulata
D7	D718002	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D718007	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D718008	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D718009	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D718015	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D719001	99.37	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D719005	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D719008	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D720003	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D720004	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D720006	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D720008	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D720009	99.35	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D720010	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D721003	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722001	98.72	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D722003	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722004	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722005	99.75	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722006	99.75	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722007	99.62	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722008	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722009	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722010	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722013	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722016	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D722017	99.62	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D723003	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D723005	99.74	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D723006	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D723007	99.87	AF221061	Mesobacillus jeotgali	Firmicutes;Bacilli;Bacillales;Bacillaceae
D7	D723008	99.87	AF221061	Mesobacillus jeotgali	Firmicutes;Bacilli;Bacillales;Bacillaceae
D7	D724003	99.74	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D724004	99.74	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D724005	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D724007	99.74	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D724008	99.74	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D724009	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D725004	99.74	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D725006	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D726007	98.07	jgi.1108014	Lentibacter algarum	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D726009	98.05	jgi.1108014	Lentibacter algarum	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D726010	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D726011	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D726013	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D726014	99.61	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D727001	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D727004	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D728002	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D728003	99.09	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D728005	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729001	99.62	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729002	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D729004	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729005	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729007	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729008	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729009	98.59	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D7	D729010	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729013	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D729014	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D730006	99.74	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D730007	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D7	D730008	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D7	D731001	99.37	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D731002	98.72	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D731003	99.49	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D7	D731007	99.74	X87150	Trichococcus pasteurii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D7	D731010	99.48	AJ306612	Trichococcus collinsii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D7	D731011	99.48	AJ306612	Trichococcus collinsii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D7	D731013	99.87	KT369807	Arenibacillus arenosus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D732002	99.61	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D732003	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D732005	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D732006	99.49	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D733001	99.87	CP001978	Marinobacter adhaerens	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter adhaerens
D7	D733002	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D733003	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D733004	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D733006	99.49	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D733010	99.74	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D734001	98.08	CP006966	Phaeobacter gallaeciensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D734004	98.44	KI421513	Leisingera caerulea	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D734007	98.45	KI421513	Leisingera caerulea	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D735003	100.00	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D7	D735008	99.36	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D736005	98.05	jgi.1108014	Lentibacter algarum	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D736006	98.04	jgi.1108014	Lentibacter algarum	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D737001	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D737003	98.58	CP006718	Vibrio alginolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D737004	99.61	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D737006	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D737007	97.92	KX010419	Marinifilum albidiflavum	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D737008	98.85	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D737009	98.83	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D738002	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D738003	99.35	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D738005	99.48	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D738006	99.48	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D738007	98.44	KI421513	Leisingera caerulea	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D738009	99.48	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D739009	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D739010	99.87	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D740001	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D740003	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D740004	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D701001B	99.62	JNIQ01000001	Exiguobacterium aurantiacum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium aurantiacum
D7	D701002A	98.86	CP001978	Marinobacter adhaerens	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter adhaerens
D7	D701003A	99.74	JNIQ01000001	Exiguobacterium aurantiacum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium aurantiacum
D7	D701004A	98.33	EU399548	Marinobacterium maritimum	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D7	D701004B	98.60	EU399548	Marinobacterium maritimum	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D7	D701005A	98.60	EU399548	Marinobacterium maritimum	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D7	D701008A	98.74	CP001978	Marinobacter adhaerens	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter adhaerens
D7	D701009A	98.97	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D701010A	99.74	JNIQ01000001	Exiguobacterium aurantiacum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium aurantiacum
D7	D702005B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D702009B	99.23	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D702016B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D703001B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D703004B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D704010A	99.24	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D704010B	99.75	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D704016C	99.75	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D705001B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D705006B	99.36	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D705007B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D705008A	99.24	KP214057	Mangrovibacterium marinum	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D705008B	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D706001A	99.36	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D706005A	99.61	AUIM01000013	Stappia stellulata	Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappia_f;Stappia;Stappia stellulata
D7	D706018A	98.97	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D706018B	98.86	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D706020A	99.36	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D707005A	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D707005B	99.35	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D708009A	99.36	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D708009B	98.57	EU399548	Marinobacterium maritimum	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D7	D709004B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D7	D710001B	98.87	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D710003A	99.23	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D7	D711010A	99.10	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D7	D712002A	99.62	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712003A	98.97	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712003B	96.30	ACCU01000015	Labrenzia alexandrii	Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappia_f;Labrenzia;Labrenzia alexandrii
D7	D712004B	98.10	KC169813	Shimia biformata	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712005A	97.94	KC169813	Shimia biformata	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712007A	99.62	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712007B	99.49	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712011B	98.98	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D712018A	97.83	KC169813	Shimia biformata	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D7	D714001B	99.62	AMDG01000189	Vibrio campbellii	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D714001C	99.87	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D714002A	96.15	KX010419	Marinifilum albidiflavum	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D7	D714002B	99.62	AMDG01000189	Vibrio campbellii	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D714004D	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D714005A	99.62	AMDG01000189	Vibrio campbellii	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D7	D714005B	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D7	D714007A	99.62	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
